"Year","Period.Desc.","Trade.Flow","Reporter","Commodity.Code","Netweight..kg.","Trade.Value..US.."
2016,"July 2016","Exports","Belarus",704,1519322,144100
2016,"March 2016","Imports","Belarus",704,35950,11300
2016,"September 2016","Imports","Belarus",704,56,100
2016,"August 2016","Exports","",704,4,26
2016,"September 2016","Exports","Belarus",704,2643671,370500
2016,"June 2016","Imports","Belarus",704,77060,13800
2016,"May 2016","Imports","Belarus",704,169843,43100
2016,"December 2016","Exports","Belarus",704,14035200,1976700
2016,"June 2016","Exports","Belarus",704,1526471,189000
2016,"October 2016","Exports","Belarus",704,10621038,1691500
2017,"July 2017","Exports","Netherlands",704,4,6
2017,"February 2017","Exports","Thailand",704,9700,64493
2017,"March 2017","Exports","Thailand",704,7430,42306
2017,"April 2017","Exports","Netherlands",704,900,2625
2017,"April 2017","Exports","Thailand",704,8500,48536
2017,"June 2017","Exports","Thailand",704,11601,72260
2017,"May 2017","Exports","Thailand",704,10788,59780
2017,"January 2017","Exports","Thailand",704,9140,62885
2017,"March 2017","Exports","Lithuania",704,56210,48883
2017,"April 2017","Exports","Lithuania",704,43905,40533
2017,"May 2017","Exports","Georgia",704,101809,52729
2017,"November 2017","Exports","Lithuania",704,1840,1492
2017,"March 2017","Exports","Georgia",704,15650,14085
2017,"December 2017","Exports","Lithuania",704,1290,1093
2017,"January 2017","Exports","Lithuania",704,3650,3685
2017,"May 2017","Re-exports","Georgia",704,75440,43372
2017,"February 2017","Exports","Lithuania",704,28330,26837
2017,"April 2017","Re-exports","Georgia",704,392810,132394
2017,"April 2017","Exports","Georgia",704,392810,132394
2017,"December 2017","Exports","Georgia",704,18200,9100
2017,"October 2017","Exports","Lithuania",704,5060,5049
2017,"March 2017","Re-exports","Georgia",704,15650,14085
2017,"May 2017","Exports","Lithuania",704,18595,18838
2017,"January 2017","Exports","",704,95565,62885
2017,"April 2017","Exports","Bosnia Herzegovina",704,2712,3785
2017,"March 2017","Exports","Bosnia Herzegovina",704,8610,12306
2017,"February 2017","Exports","",704,98009,64493
2017,"June 2017","Exports","",704,219626,144520
2017,"May 2017","Exports","",704,90847,59780
2017,"April 2017","Exports","",704,73759,48536
2017,"October 2017","Exports","Belgium",704,4,41
2017,"March 2017","Exports","",704,64291,42306
2017,"November 2017","Exports","China",704,1471826,1029585
2017,"October 2017","Exports","Rep. of Korea",704,4474,4672
2017,"April 2017","Exports","Egypt",704,131157,85464
2017,"November 2017","Imports","Kazakhstan",704,5947,4814
2017,"December 2017","Exports","Kazakhstan",704,171779,21431
2017,"April 2017","Exports","China",704,7007777,4687845
2017,"March 2017","Imports","Kazakhstan",704,2681,969
2017,"January 2017","Exports","Turkey",704,126900,93314
2017,"May 2017","Exports","Rep. of Korea",704,510,218
2017,"July 2017","Exports","Kazakhstan",704,35633,15714
2017,"February 2017","Exports","Ukraine",704,99,36
2017,"December 2017","Exports","Kyrgyzstan",704,60000,8737
2017,"October 2017","Exports","China",704,776882,658559
2017,"January 2017","Exports","Egypt",704,346629,203369
2017,"June 2017","Exports","China",704,8346398,5535338
2017,"December 2017","Exports","Rep. of Korea",704,13128,16274
2017,"March 2017","Imports","Kyrgyzstan",704,80007,32416
2017,"June 2017","Imports","Kazakhstan",704,65364,13287
2017,"July 2017","Exports","China",704,1490970,1004070
2017,"February 2017","Exports","Rep. of Korea",704,12453,16266
2017,"February 2017","Exports","Kyrgyzstan",704,667250,108078
2017,"April 2017","Imports","Azerbaijan",704,20000,98397
2017,"October 2017","Exports","Armenia",704,18701,19740
2017,"May 2017","Imports","Azerbaijan",704,22770,6831
2017,"October 2017","Imports","Azerbaijan",704,19900,5970
2017,"March 2017","Exports","Armenia",704,21617,8101
2017,"May 2017","Exports","Armenia",704,162727,86846
2017,"May 2017","Imports","Armenia",704,20300,3788
2017,"July 2017","Exports","Azerbaijan",704,18505,7402
2017,"November 2017","Exports","Armenia",704,182054,56672
2017,"April 2017","Imports","Armenia",704,20000,1066
2017,"April 2017","Exports","Armenia",704,78598,9492
2017,"March 2017","Imports","Armenia",704,64000,5877
2017,"March 2017","Imports","Azerbaijan",704,19800,71604
2017,"August 2017","Exports","Norway",704,54,140
2017,"December 2017","Exports","Azerbaijan",704,7088,16604
2017,"June 2017","Exports","Azerbaijan",704,19990,201033
2017,"February 2017","Imports","Azerbaijan",704,20500,221239
2017,"January 2017","Imports","Azerbaijan",704,20000,17068
2017,"September 2017","Exports","Serbia",704,4,18
2017,"November 2017","Exports","Serbia",704,34022,36073
2017,"March 2017","Exports","Israel",704,1319609,1055000
2017,"November 2017","Exports","EU-28",704,1840,1493
2017,"March 2017","Exports","India",704,81000,53181
2017,"October 2017","Exports","EU-28",704,5064,5089
2017,"January 2017","Exports","Israel",704,879323,703000
2017,"December 2017","Exports","EU-28",704,1290,1092
2017,"April 2017","Exports","Serbia",704,110323,64080
2017,"January 2017","Exports","EU-28",704,3650,3685
2017,"July 2017","Exports","Serbia",704,136012,52191
2017,"May 2017","Exports","Serbia",704,169952,66879
2017,"June 2017","Exports","Serbia",704,637549,204532
2017,"April 2017","Exports","Israel",704,65042,52000
2017,"February 2017","Exports","EU-28",704,28330,26819
2017,"March 2017","Exports","EU-28",704,56210,48904
2017,"July 2017","Exports","EU-28",704,4,6
2017,"March 2017","Exports","Serbia",704,19060,4150
2017,"February 2017","Exports","Israel",704,940612,752000
2017,"February 2017","Exports","India",704,72000,40876
2017,"December 2017","Exports","Israel",704,352730,282000
2017,"August 2017","Imports","Belarus",704,18000,4200
2017,"July 2017","Exports","Belarus",704,0,972300
2017,"April 2017","Imports","Mongolia",704,7300,1155
2017,"July 2017","Imports","Belarus",704,19015,3200
2017,"August 2017","Exports","Egypt",704,15824,4407
2017,"September 2017","Exports","Belarus",704,0,454000
2017,"November 2017","Exports","Belarus",704,0,1615600
2017,"February 2017","Exports","Belarus",704,0,1622500
2017,"May 2017","Exports","Belarus",704,0,302000
2017,"March 2017","Exports","Belarus",704,0,1694100
2017,"March 2017","Imports","Belarus",704,18000,4100
2017,"January 2017","Exports","Belarus",704,0,1083000
2017,"December 2017","Exports","Belarus",704,0,2073200
2017,"October 2017","Exports","Belarus",704,0,1589900
2017,"December 2017","Imports","Belarus",704,48,100
2017,"November 2017","Imports","Belarus",704,38188,24900
2017,"September 2017","Imports","Belarus",704,40,100
2017,"May 2017","Imports","Belarus",704,24,100
2017,"January 2017","Imports","Mongolia",704,30000,4140
2017,"December 2017","Imports","Mongolia",704,77398,11320
2017,"June 2017","Imports","Mongolia",704,600,547
2017,"January 2017","Exports","Serbia",704,81157,46214
2017,"April 2017","Exports","EU-28",704,44805,43221
2017,"May 2017","Exports","EU-28",704,18595,18863
2017,"October 2017","Exports","Serbia",704,121871,103822
2017,"December 2017","Exports","Serbia",704,60518,36556
2017,"July 2017","Exports","Rep. of Korea",704,3647,7398
2017,"September 2017","Imports","Kazakhstan",704,6521,4711
2017,"April 2017","Exports","Turkey",704,2034585,760470
2017,"November 2017","Exports","Kazakhstan",704,56933,30903
2017,"November 2017","Imports","Kyrgyzstan",704,300,439
2017,"March 2017","Exports","Kazakhstan",704,374258,14500
2017,"August 2017","Exports","China",704,363096,255148
2017,"July 2017","Exports","Turkey",704,46950,11594
2017,"October 2017","Exports","Ukraine",704,17,9
2017,"January 2017","Exports","Kyrgyzstan",704,39800,7103
2017,"August 2017","Imports","Kyrgyzstan",704,100,141
2017,"December 2017","Exports","Turkey",704,296329,209019
2017,"July 2017","Exports","Kyrgyzstan",704,84385,25350
2017,"June 2017","Imports","TFYR of Macedonia",704,16850,8418
2017,"September 2017","Exports","China",704,352870,259014
2017,"November 2017","Exports","Kyrgyzstan",704,19000,5557
2017,"November 2017","Exports","Ukraine",704,24,22
2017,"August 2017","Exports","Kyrgyzstan",704,396000,115824
2017,"December 2017","Exports","China",704,1784641,1263441
2017,"January 2017","Exports","China",704,2106173,1708764
2017,"March 2017","Exports","China",704,5997660,4016433
2017,"December 2017","Exports","Egypt",704,290042,204698
2017,"June 2017","Imports","Belarus",704,56,100
2017,"June 2017","Exports","Rep. of Moldova",704,43000,9030
2017,"June 2017","Exports","Egypt",704,18000,13887
2017,"November 2017","Imports","Mongolia",704,21000,3499
2017,"February 2017","Imports","Belarus",704,6000,500
2017,"November 2017","Exports","Egypt",704,41410,25365
2017,"April 2017","Exports","Belarus",704,0,1362500
2017,"August 2017","Exports","Belarus",704,0,322500
2017,"July 2017","Imports","Mongolia",704,2000,229
2017,"June 2017","Exports","Belarus",704,0,747700
2017,"February 2017","Imports","Mongolia",704,7170,1459
2017,"April 2017","Exports","Ukraine",704,15,4
2017,"April 2017","Imports","Kyrgyzstan",704,50,79
2017,"May 2017","Imports","TFYR of Macedonia",704,28533,15043
2017,"June 2017","Exports","Kyrgyzstan",704,602420,203926
2017,"December 2017","Imports","Kazakhstan",704,4800,3169
2017,"September 2017","Exports","Kyrgyzstan",704,180450,53524
2017,"March 2017","Exports","Ukraine",704,61,11
2017,"January 2017","Exports","Kazakhstan",704,174699,80384
2017,"April 2017","Exports","Kyrgyzstan",704,437600,115841
2017,"January 2017","Imports","Kazakhstan",704,4926,2501
2017,"March 2017","Exports","Kyrgyzstan",704,549390,103182
2017,"February 2017","Imports","Kazakhstan",704,4273,4452
2017,"February 2017","Exports","Kazakhstan",704,134659,108784
2017,"February 2017","Exports","China",704,3521724,2385441
2017,"May 2017","Exports","Kyrgyzstan",704,600108,191836
2017,"June 2017","Exports","Kazakhstan",704,349967,132952
2017,"February 2017","Exports","Turkey",704,239660,144529
2017,"June 2017","Exports","Ukraine",704,7,4
2017,"March 2017","Exports","Turkey",704,107880,102914
2017,"May 2017","Exports","Egypt",704,17120,10324
2017,"May 2017","Exports","Ukraine",704,36,20
2017,"February 2017","Exports","Egypt",704,586153,418813
2017,"April 2017","Imports","Kazakhstan",704,2507,2202
2017,"April 2017","Exports","Kazakhstan",704,2021137,59182
2017,"October 2017","Imports","Kyrgyzstan",704,100,151
2017,"July 2017","Imports","Kazakhstan",704,4137,2048
2017,"May 2017","Exports","Kazakhstan",704,1231067,305813
2017,"May 2017","Imports","Kazakhstan",704,42677,8512
2017,"September 2017","Exports","Ukraine",704,12,5
2017,"August 2017","Imports","Kazakhstan",704,5131,866
2017,"May 2017","Exports","China",704,5979111,3991739
2017,"October 2017","Exports","Kazakhstan",704,1820300,235031
2017,"October 2017","Imports","Kazakhstan",704,1949,267
2017,"March 2017","Exports","Egypt",704,260777,178906
2018,"October 2018","Exports","Serbia",704,162,486
2018,"January 2018","Exports","Serbia",704,53684,52805
2018,"September 2018","Exports","Serbia",704,13,53
2018,"April 2018","Exports","Serbia",704,88575,45179
2018,"February 2018","Exports","Serbia",704,37168,32508
2018,"November 2018","Exports","Serbia",704,324,1112
2018,"October 2018","Exports","India",704,60,23
2018,"May 2018","Exports","Serbia",704,7600,4643
2018,"March 2018","Exports","Serbia",704,71075,33547
2018,"January 2018","Exports","Lithuania",704,4710,2962
2018,"October 2018","Exports","Lithuania",704,19735,15282
2018,"December 2018","Exports","Egypt",704,491126,294630
2018,"May 2018","Exports","Lithuania",704,11699,15107
2018,"April 2018","Exports","Egypt",704,720979,541564
2018,"August 2018","Exports","Lithuania",704,1810,1510
2018,"December 2018","Exports","Lithuania",704,17190,23483
2018,"May 2018","Exports","Egypt",704,172456,116241
2018,"October 2018","Exports","Egypt",704,16000,17856
2018,"June 2018","Exports","Egypt",704,442200,189891
2018,"September 2018","Exports","Lithuania",704,3370,3978
2018,"January 2018","Exports","Egypt",704,1069530,751721
2018,"November 2018","Exports","Egypt",704,92724,87276
2018,"February 2018","Exports","Lithuania",704,13010,14396
2018,"March 2018","Exports","Egypt",704,648974,593371
2018,"February 2018","Exports","Egypt",704,638390,410016
2018,"April 2018","Exports","Lithuania",704,50482,42573
2018,"March 2018","Exports","Lithuania",704,13430,9355
2018,"September 2018","Exports","Thailand",704,642,3272
2018,"September 2018","Exports","Netherlands",704,720,1049
2018,"August 2018","Exports","Thailand",704,62,318
2018,"August 2018","Exports","Switzerland",704,5000,16875
2018,"October 2018","Exports","Thailand",704,333,1705
2018,"December 2018","Exports","Thailand",704,1128,5492
2018,"November 2018","Exports","Thailand",704,446,2283
2018,"January 2018","Exports","Azerbaijan",704,8746,24890
2018,"March 2018","Exports","Azerbaijan",704,19000,13300
2018,"July 2018","Exports","Azerbaijan",704,1220,610
2018,"November 2018","Exports","Armenia",704,105317,58321
2018,"June 2018","Exports","Azerbaijan",704,19920,15936
2018,"January 2018","Exports","Armenia",704,14750,3884
2018,"May 2018","Exports","Armenia",704,412650,45059
2018,"March 2018","Exports","Armenia",704,499988,120036
2018,"June 2018","Exports","Armenia",704,149494,41769
2018,"December 2018","Exports","Azerbaijan",704,65700,114666
2018,"February 2018","Exports","Armenia",704,147329,41880
2018,"October 2018","Exports","South Africa",704,20,169
2018,"December 2018","Exports","Armenia",704,48000,44447
2018,"November 2018","Exports","South Africa",704,18,181
2018,"December 2018","Exports","South Africa",704,8,75
2018,"April 2018","Exports","Armenia",704,52695,6188
2018,"February 2018","Exports","Azerbaijan",704,20000,8000
2018,"October 2018","Exports","Armenia",704,368146,136395
2018,"October 2018","Exports","",704,2278,1705
2018,"November 2018","Exports","Georgia",704,50,45
2018,"September 2018","Exports","",704,4373,3272
2018,"March 2018","Re-exports","Georgia",704,20000,7000
2018,"March 2018","Exports","Georgia",704,20000,7000
2018,"November 2018","Exports","",704,3051,2283
2018,"December 2018","Exports","",704,7340,5492
2018,"January 2018","Exports","Georgia",704,18200,9100
2018,"August 2018","Exports","",704,425,318
2018,"December 2018","Exports","Brazil",704,30,38
2018,"January 2018","Exports","Israel",704,662859,496000
2018,"March 2018","Exports","Israel",704,843274,631000
2018,"April 2018","Exports","Israel",704,101567,76000
2018,"February 2018","Exports","Israel",704,863320,646000
2018,"February 2018","Exports","Turkey",704,754120,527048
2018,"December 2018","Exports","EU-28",704,17190,23491
2018,"April 2018","Exports","EU-28",704,50482,42577
2018,"September 2018","Exports","EU-28",704,4090,5026
2018,"October 2018","Exports","EU-28",704,19735,15272
2018,"March 2018","Exports","Ukraine",704,40,20
2018,"August 2018","Exports","EU-28",704,1810,1511
2018,"February 2018","Exports","Ukraine",704,87,34
2018,"February 2018","Exports","EU-28",704,13010,14374
2018,"May 2018","Exports","TFYR of Macedonia",704,65742,32448
2018,"August 2018","Exports","Ukraine",704,6,3
2018,"February 2018","Exports","TFYR of Macedonia",704,281801,113121
2018,"September 2018","Exports","Ukraine",704,8,7
2018,"July 2018","Exports","Ukraine",704,25,12
2018,"September 2018","Exports","TFYR of Macedonia",704,1593,1670
2018,"January 2018","Exports","EU-28",704,4710,2966
2018,"December 2018","Exports","Norway",704,210,190
2018,"August 2018","Exports","Norway",704,21,362
2018,"March 2018","Exports","Turkey",704,791610,333029
2018,"January 2018","Exports","Ukraine",704,32,15
2018,"October 2018","Exports","Ukraine",704,10,5
2018,"November 2018","Imports","Mongolia",704,6691,1212
2018,"January 2018","Exports","Belarus",704,0,2138900
2018,"March 2018","Exports","Belarus",704,0,2730700
2018,"June 2018","Imports","Belarus",704,173821,18800
2018,"July 2018","Imports","Belarus",704,1418,500
2018,"August 2018","Imports","Mongolia",704,5360,871
2018,"December 2018","Exports","Belarus",704,0,1512600
2018,"October 2018","Imports","Belarus",704,56991,2900
2018,"April 2018","Imports","Mongolia",704,28460,4136
2018,"December 2018","Imports","Belarus",704,56,100
2018,"July 2018","Exports","Belarus",704,0,500200
2018,"January 2018","Imports","Mongolia",704,41832,6625
2018,"June 2018","Exports","Belarus",704,0,483900
2018,"January 2018","Exports","Rep. of Moldova",704,39780,16092
2018,"June 2018","Imports","Mongolia",704,35022,7374
2018,"December 2018","Imports","Mongolia",704,32500,5913
2018,"April 2018","Exports","Belarus",704,0,1047100
2018,"October 2018","Exports","Belarus",704,0,768600
2018,"January 2018","Imports","Belarus",704,48,100
2018,"November 2018","Imports","Belarus",704,140096,10100
2018,"September 2018","Exports","Belarus",704,0,472300
2018,"May 2018","Imports","Belarus",704,434590,57700
2018,"September 2018","Imports","Belarus",704,1866,1200
2018,"March 2018","Imports","Belarus",704,88,200
2018,"May 2018","Imports","Mongolia",704,124600,33570
2018,"February 2018","Imports","Mongolia",704,47200,6971
2018,"August 2018","Imports","Belarus",704,1947,900
2018,"November 2018","Exports","Belarus",704,0,1314700
2018,"May 2018","Exports","Belarus",704,0,490100
2018,"April 2018","Imports","Belarus",704,76449,5600
2018,"July 2018","Imports","Mongolia",704,500,194
2018,"August 2018","Exports","Belarus",704,0,879900
2018,"February 2018","Exports","Rep. of Moldova",704,105250,54423
2018,"March 2018","Imports","Mongolia",704,45500,11542
2018,"February 2018","Exports","Belarus",704,0,2699100
2018,"April 2018","Exports","TFYR of Macedonia",704,449249,133713
2018,"March 2018","Exports","TFYR of Macedonia",704,997651,303257
2018,"May 2018","Exports","EU-28",704,11699,15074
2018,"December 2018","Exports","Ukraine",704,20,15
2018,"December 2018","Exports","Turkey",704,44773,40015
2018,"October 2018","Exports","TFYR of Macedonia",704,11805,9185
2018,"April 2018","Exports","Turkey",704,252930,174548
2018,"November 2018","Exports","Turkey",704,6240,4135
2018,"January 2018","Exports","Turkey",704,789810,630841
2018,"December 2018","Exports","TFYR of Macedonia",704,45658,33346
2018,"November 2018","Exports","Ukraine",704,34,18
2018,"May 2018","Exports","Ukraine",704,18,7
2018,"November 2018","Exports","TFYR of Macedonia",704,22717,19832
2018,"March 2018","Exports","EU-28",704,13430,9363
2018,"January 2018","Exports","TFYR of Macedonia",704,80506,55442
2018,"October 2018","Exports","Turkey",704,3980,2345
2018,"November 2018","Imports","Kazakhstan",704,381,1273
2018,"December 2018","Exports","Kazakhstan",704,53,497
2018,"December 2018","Imports","Kazakhstan",704,1228,2291
2018,"July 2018","Exports","Kyrgyzstan",704,500,1029
2018,"April 2018","Imports","Kazakhstan",704,10749,3773
2018,"April 2018","Exports","Kazakhstan",704,6912229,272554
2018,"November 2018","Exports","Kazakhstan",704,16,1731
2018,"February 2018","Exports","Rep. of Korea",704,13808,20580
2018,"March 2018","Exports","Kazakhstan",704,2925793,25506
2018,"March 2018","Imports","Kazakhstan",704,13393,6063
2018,"January 2018","Exports","Kazakhstan",704,364784,4012
2018,"January 2018","Imports","Kazakhstan",704,3738,2935
2018,"April 2018","Exports","Kyrgyzstan",704,664500,178693
2018,"October 2018","Imports","Kazakhstan",704,817,1781
2018,"October 2018","Exports","Kazakhstan",704,30,2714
2018,"March 2018","Exports","Kyrgyzstan",704,410186,108478
2018,"May 2018","Exports","Kyrgyzstan",704,695400,200956
2018,"July 2018","Imports","Kazakhstan",704,1966,3745
2018,"July 2018","Exports","Kazakhstan",704,3674,472977
2018,"May 2018","Imports","Kazakhstan",704,2635,4696
2018,"June 2018","Imports","Kazakhstan",704,1783,4819
2018,"August 2018","Imports","Kazakhstan",704,229,1362
2018,"January 2018","Imports","Kyrgyzstan",704,100,146
2018,"September 2018","Imports","Kazakhstan",704,3094,4934
2018,"June 2018","Exports","Rep. of Korea",704,27000,41162
2018,"August 2018","Exports","Kazakhstan",704,1136,174543
2018,"February 2018","Exports","Kyrgyzstan",704,280391,58171
2018,"May 2018","Exports","Kazakhstan",704,7548,2823637
2018,"June 2018","Exports","Kazakhstan",704,6495,1171874
2018,"February 2018","Exports","Kazakhstan",704,727828,6993
2018,"February 2018","Imports","Kazakhstan",704,9161,7240
2018,"October 2018","Exports","Rep. of Korea",704,15880,31457
2018,"December 2018","Exports","Kyrgyzstan",704,18640,4075
2018,"November 2018","Exports","Kyrgyzstan",704,40000,11662
2019,"February 2019","Exports","",704,1078,1044
2019,"December 2019","Exports","",704,1285986,486399
2019,"March 2019","Exports","",704,21326,20648
2019,"May 2019","Exports","",704,6473071,1888516
2019,"April 2019","Exports","Lithuania",704,19653,21968
2019,"September 2019","Exports","",704,5611,44654
2019,"September 2019","Exports","Lithuania",704,1550,1197
2019,"November 2019","Exports","",704,703690,418874
2019,"January 2019","Exports","",704,2800,2711
2019,"October 2019","Exports","",704,244021,250330
2019,"April 2019","Exports","",704,3777,3657
2019,"December 2019","Exports","",704,5681,50019
2019,"March 2019","Exports","Lithuania",704,45120,42235
2019,"July 2019","Exports","",704,31583,30579
2019,"May 2019","Exports","",704,4598,4452
2019,"January 2019","Exports","",704,1553136,449267
2019,"March 2019","Exports","",704,5635938,1347524
2019,"June 2019","Exports","",704,22139,21435
2019,"July 2019","Exports","Lithuania",704,2412,1815
2019,"December 2019","Exports","Lithuania",704,25140,38041
2019,"October 2019","Exports","",704,5233,46299
2019,"April 2019","Imports","Poland",704,20820,7524
2019,"June 2019","Exports","Egypt",704,40000,26465
2019,"October 2019","Exports","Egypt",704,134100,95523
2019,"March 2019","Exports","Egypt",704,428621,284066
2019,"December 2019","Exports","Egypt",704,195783,157154
2019,"July 2019","Exports","Egypt",704,16000,12071
2019,"April 2019","Exports","Egypt",704,668549,512614
2019,"May 2019","Exports","Egypt",704,204798,145902
2019,"February 2019","Exports","Egypt",704,1626500,944418
2019,"January 2019","Exports","Egypt",704,1077230,657985
2019,"February 2019","Exports","Lithuania",704,16615,22483
2019,"November 2019","Exports","Lithuania",704,28950,26160
2019,"August 2019","Exports","Lithuania",704,4080,7574
2019,"July 2019","Imports","Lithuania",704,118660,30032
2019,"February 2019","Exports","",704,2547410,751587
2019,"August 2019","Exports","",704,7095,57190
2019,"June 2019","Exports","Lithuania",704,4010,4517
2019,"November 2019","Exports","",704,4388,38380
2019,"October 2019","Exports","Lithuania",704,19695,14756
2019,"July 2019","Exports","",704,5516,970
2019,"April 2019","Exports","",704,11753371,3444278
2019,"June 2019","Exports","",704,300040,105380
2019,"May 2019","Exports","Lithuania",704,7125,9353
2019,"May 2019","Exports","Armenia",704,186941,83891
2019,"January 2019","Exports","Thailand",704,538,2711
2019,"October 2019","Exports","Armenia",704,167580,142961
2019,"October 2019","Exports","Netherlands",704,32,221
2019,"May 2019","Exports","Georgia",704,39510,16199
2019,"April 2019","Re-exports","Georgia",704,440,1023
2019,"February 2019","Exports","Azerbaijan",704,316750,126700
2019,"December 2019","Exports","Armenia",704,145340,165940
2019,"April 2019","Exports","Armenia",704,826152,332128
2019,"February 2019","Exports","Thailand",704,179,1044
2019,"June 2019","Exports","Armenia",704,63833,29534
2019,"September 2019","Exports","Armenia",704,1008,428
2019,"May 2019","Exports","Netherlands",704,24,237
2019,"April 2019","Exports","Germany",704,3560,5422
2019,"June 2019","Exports","Azerbaijan",704,13120,17056
2019,"March 2019","Exports","Armenia",704,650299,248495
2019,"November 2019","Exports","Armenia",704,412680,431821
2019,"March 2019","Exports","Azerbaijan",704,455520,183108
2019,"April 2019","Exports","Georgia",704,440,1023
2019,"January 2019","Exports","Azerbaijan",704,288650,115460
2019,"January 2019","Exports","Armenia",704,28676,6646
2019,"January 2019","Exports","Belarus",704,0,1546500
2019,"March 2019","Exports","Belarus",704,0,1530800
2019,"May 2019","Imports","Mongolia",704,11300,1970
2019,"June 2019","Imports","Belarus",704,91521,14600
2019,"February 2019","Imports","Belarus",704,104,100
2019,"January 2019","Imports","Belarus",704,90969,48700
2019,"October 2019","Imports","Mongolia",704,3000,609
2019,"May 2019","Exports","Belarus",704,0,32500
2019,"July 2019","Imports","Belarus",704,40000,8000
2019,"April 2019","Imports","Mongolia",704,1000,423
2019,"January 2019","Imports","Mongolia",704,29750,5753
2019,"March 2019","Imports","Belarus",704,59481,6300
2019,"February 2019","Exports","Belarus",704,0,1927400
2019,"October 2019","Exports","Belarus",704,0,290200
2019,"February 2019","Imports","Mongolia",704,360,119
2019,"July 2019","Exports","Belarus",704,0,1064000
2019,"April 2019","Exports","Belarus",704,0,434000
2019,"November 2019","Imports","Mongolia",704,25,18
2019,"October 2019","Imports","Belarus",704,770003,53000
2019,"September 2019","Exports","Belarus",704,0,195100
2019,"May 2019","Imports","Belarus",704,685755,52800
2019,"April 2019","Exports","Kazakhstan",704,17693936,4964709
2019,"February 2019","Imports","Kazakhstan",704,6669,3451
2019,"February 2019","Exports","Kazakhstan",704,367627,142277
2019,"February 2019","Exports","Rep. of Korea",704,1900,1059
2019,"July 2019","Exports","Rep. of Korea",704,669,2103
2019,"March 2019","Exports","South Africa",704,25,119
2019,"November 2019","Exports","South Africa",704,457,3585
2019,"August 2019","Exports","South Africa",704,581,3810
2019,"August 2019","Imports","Kazakhstan",704,87553,8186
2019,"January 2019","Exports","Kyrgyzstan",704,20000,5839
2019,"December 2019","Exports","Kazakhstan",704,562518,100179
2019,"November 2019","Imports","Kazakhstan",704,6705,2431
2019,"July 2019","Exports","South Africa",704,176,1263
2019,"March 2019","Exports","Rep. of Korea",704,200,102
2019,"September 2019","Exports","Kazakhstan",704,376,2
2019,"June 2019","Imports","Kazakhstan",704,8620,5472
2019,"March 2019","Exports","Kyrgyzstan",704,726600,195050
2019,"November 2019","Exports","Kyrgyzstan",704,60000,8510
2019,"January 2019","Imports","Kazakhstan",704,3041,827
2019,"October 2019","Exports","Kazakhstan",704,234119,26758
2019,"January 2019","Exports","Kazakhstan",704,1261421,549624
2019,"April 2019","Exports","Serbia",704,13964,6427
2019,"July 2019","Imports","EU-28",704,118660,30013
2019,"January 2019","Exports","Serbia",704,19700,12890
2019,"November 2019","Exports","EU-28",704,28950,26143
2019,"October 2019","Exports","EU-28",704,19727,14982
2019,"March 2019","Exports","EU-28",704,46320,45325
2019,"October 2019","Exports","Serbia",704,180,438
2019,"June 2019","Exports","Serbia",704,22506,11532
2019,"April 2019","Exports","EU-28",704,29213,45390
2019,"January 2019","Exports","Israel",704,30985,30000
2019,"February 2019","Exports","Serbia",704,17075,7081
2019,"March 2019","Exports","Israel",704,610406,591000
2019,"August 2019","Exports","EU-28",704,5880,12447
2019,"July 2019","Exports","Serbia",704,11071,5725
2019,"April 2019","Imports","EU-28",704,20820,7451
2019,"June 2019","Exports","EU-28",704,7610,15783
2019,"September 2019","Exports","EU-28",704,1550,1196
2019,"December 2019","Exports","EU-28",704,25140,38077
2019,"May 2019","Exports","EU-28",704,10749,20834
2019,"July 2019","Exports","EU-28",704,6612,14649
2019,"February 2019","Exports","EU-28",704,16615,22476
2019,"February 2019","Exports","Israel",704,106382,103000
2019,"December 2019","Imports","Mongolia",704,19150,4150
2019,"December 2019","Imports","Belarus",704,37000,8500
2019,"July 2019","Imports","Mongolia",704,16000,3006
2019,"December 2019","Exports","Belarus",704,0,1266100
2019,"September 2019","Imports","Belarus",704,275001,37200
2019,"August 2019","Imports","Mongolia",704,1000,205
2019,"November 2019","Imports","Belarus",704,13100,12800
2019,"March 2019","Imports","Mongolia",704,4000,729
2019,"April 2019","Imports","Belarus",704,672793,73100
2019,"August 2019","Imports","Belarus",704,15005,10700
2019,"February 2019","Exports","Rep. of Moldova",704,20294,2029
2019,"June 2019","Exports","Belarus",704,0,149400
2019,"November 2019","Exports","Belarus",704,0,1137600
2019,"August 2019","Exports","Belarus",704,0,378800
2019,"June 2019","Imports","Mongolia",704,20108,3560
2019,"May 2019","Exports","Rep. of Korea",704,36,118
2019,"March 2019","Imports","Kazakhstan",704,121693,14265
2019,"December 2019","Exports","Rep. of Korea",704,41549,68692
2019,"February 2019","Exports","Kyrgyzstan",704,338390,80985
2019,"July 2019","Exports","Kyrgyzstan",704,19612,4621
2019,"December 2019","Exports","South Africa",704,369,2528
2019,"November 2019","Exports","Kazakhstan",704,268829,33222
2019,"April 2019","Imports","Kazakhstan",704,5065,4158
2019,"April 2019","Exports","South Africa",704,5,18
2019,"August 2019","Exports","Kazakhstan",704,162209,32922
2019,"June 2019","Exports","Kazakhstan",704,2972019,690018
2019,"December 2019","Exports","Kyrgyzstan",704,80000,11360
2019,"April 2019","Exports","Rep. of Korea",704,23646,7950
